,collectionId,collectionName,totalNFTs
7662190,571,Bushidos,8888
7671078,570,Nom Noms,531
7671609,569,NFTteams,9950
7681559,560,Squid Game Card,9575
7691134,567,Soldroids,578
7691712,566,Rekt Racoons,1453
7693165,565,CryptoMoms,8166
7701331,564,Titan Tiki Tribe,1000
7702331,563,Panda Paradise,2229
7704560,562,Pug Force,861
7705421,561,OniRonin,3381
7708802,552,Dreamers,11285
7720087,559,Genzee,9902
7729989,558,MetaHelmet,5672
7735661,557,Metabaes,8888
7744549,556,Bearseum,4905
7749454,555,SolSpecters,2502
7751956,554,SpaceApes,2000
7753956,553,Crypto Nijigen Girls,816
7754772,544,Wooshi World,11110
7765882,551,CryptoNFTits,1326
7767208,550,Jungle Freaks,10000
7777208,549,Magical Waves,599
7777807,548,Nonconformist Ducks,10000
7787807,547,Scare Squad,656
7788463,546,Mutant Cats,9999
7798462,545,DRRT,2020
7800482,536,The Golden Pups,3216
7803698,543,ZombieMonkeys,1481
7805179,542,Blockchain Badlands,2439
7807618,541,Tribes Of Ogun,3179
7810797,540,ElonVerse,700
7811497,539,The Evolving Forest,9335
7814014,539,The EvolvingForest,9335
7820832,538,Friday the 13th,6666
7827498,537,Caring Creatures,1380
7828878,528,Wild Wolves Bone Yard,10000
7838878,535,Lonely Frog Lambo Club,9999
7848877,534,Metavaders,1652
7850529,533,Salvador Borpi,1744
7852273,532,BentoBox,1563
7853836,531,Orc Racing Club,6969
7860805,530,Generative Alchemy Lab,3500
7864305,529,Schroot,16674
7880979,520,PunkinPatch,666
7881645,527,Chill Bear Society,1008
7882653,526,GodsOfRock,10000
7892653,525,MekaVerse,8888
7901541,524,Sovereign Sphynx Council,1738
7903279,523,thelilguys,702
7903981,522,Cyber Hornets Colony Club,8888
7912869,521,SassyChimps,2702
7915571,512,World of Freight,5393
7920964,519,ThePlops,2222
7923186,518,Leo Punks,1500
7924686,517,Bionic Outlier Tribe,10000
7934686,515,Cryptorastas,10173
7944859,514,Doobits,10024
7954883,516,Frakt,9945
7964828,513,One Donuts,1118
7965946,504,BlockchainBikers,11111
7977057,511,Soras Dreamworld,10000
7987057,510,KitPics,5252
7992309,509,Cyber Pharmacist,9995
8002304,508,WannaPanda,10000
8012304,507,Bones Club Heritage,999
8013303,506,PixelBeasts,9849
8023152,505,BikersNFTBike,11111
8034263,496,NFT Worlds,10000
8044263,503,Corrupt Catz,5684
8049947,502,Bad Ass Doggos,557
8050504,501,PerkyPanda,5000
8055504,500,Stellar Galactic Force,10000
8065504,499,CryptoAthletes,800
8066304,498,BoringStone Genesis Collection,10000
8076304,497,TigerLabs,3831
8080135,488,Habbo Avatars,11600
8091735,495,Froggies,4096
8095831,494,Grade Ape Troop,1112
8096943,493,Little Ninjas Dojo,3333
8100276,492,CryptoPoops,1290
8101566,491,SolCities,9999
8111565,490,Pudgy Pixel Gang,8764
8120329,489,SolChicks,5500
8125829,480,Playful Pandas,1099
8126928,487,Mirror,5826
8132754,486,Bizarros,778
8133532,485,PAW HYPER LYNX,2335
8135867,484,Crazy Panthers,3333
8139200,483,Sollemurs,10000
8149200,482,Solagon,7777
8156977,481,Meeples Gang,501
8157478,472,Pixel Foxes,10000
8167478,479,Foxxies,4500
8171978,478,CeloPunks,10000
8181978,477,Crypto Pimps,509
8182487,476,Monsterbuds,11295
8193782,475,SpaceBums,10000
8203782,474,SpaceBoysNFT,8888
8212670,473,KBOT_FACTORY,4000
8216670,770,Doodles,10000
8226670,464,Northern Guilds - Guild of Thor,9999
8236669,471,Time Variants,6192
8240235,471,TimeVariants,6192
8242861,470,cMyKatz,4553
8247414,469,Ethercats,1430
8248844,468,Fly Frogs,9999
8258843,467,Cryptogreeks,332
8259175,466,Decentrazines,901
8260076,465,Shrunkenheadz,10003
8270079,456,Outlaw Gals MC,6000
8276079,463,SamuraiDoge,4931
8281010,462,Outkast,9984
8290994,461,Jay Pegs Auto Mart,5853
8296847,460,Spirit Orb Pets v0,777
8297624,459,MonsterMash,2718
8300342,458,Bubblegum Kids,10000
8310342,457,Lady KILLAz,9971
8320313,815,I'M AIKO,10000
8330313,786,BlockBots,2969
8333282,448,Moonducks,768
8334050,455,Gutter Dogs,2722
8336772,454,Gutter Pigeons,2645
8339417,453,Soldiers Of The Metaverse,7499
8346916,452,Pogpunks,2366
8349282,451,Eitbitapes,8002
8357284,450,The Cryminals,1158
8358442,449,Skully Boys Bones Club,5555
8363997,440,The Heart Project,9714
8373711,447,The Gods,1978
8375689,446,Ethaliens,7500
8383189,445,Universal Soldiers,1234
8384423,444,RichKids,7389
8391812,443,Tropical Turtles,1500
8393312,442,Avarik Saga,8888
8402200,441,PaperHeadz,100
8402300,432,Roaring Leaders,8611
8410911,439,Hollow,728
8411639,438,Bullish Llama,2650
8414289,437,Famous Fox Federation,7780
8422069,436,Paladin Pandas,10000
8432069,435,Bastard Penguins,9999
8442068,434,One Shogun,3335
8445403,433,Purr Evil,1026
8446429,424,Superfuzz The Good Guys,7742
8454171,431,Ether Cards Founder,10000
8464171,430,Dogs Unchained,6947
8471118,429,ELVEN,6000
8477118,428,Sumatra Fitness Squad,2113
8479231,427,32px Pandas,3300
8482531,426,The Street Dawgs,3017
8485548,425,Lofi Kitties,9999
8495547,416,Eternal Beings,11111
8506658,423,Yolo Dice,3636
8510294,422,NiftyDegen,9998
8520292,421,Spacewalkers,996
8521288,420,Good Guys,5339
8526627,419,Metropolitan,3000
8529627,418,Royal Ceramic Club,5000
8534627,417,Woodies,9739
8544366,408,Visitors of Imma Degen,9999
8554365,415,Wall Street Chads,3334
8557699,414,Pppandas,3999
8561698,413,Baddies,1044
8562742,412,CrazySkullz,10000
8572742,411,United Metaverse Nation,3154
8575896,410,BallerHeadz,2014
8577910,409,Notorious Frogs,10000
8587910,400,EtherGals,5555
8593465,407,War Apes,379
8593844,406,FoxyFam,3333
8597177,405,The Wolf Pack,1564
8598741,404,Bear Market,7433
8606174,403,Atomic Antz,11000
8617174,402,Menacing Punk Society,1111
8618285,401,The Ninja Hideout,8888
8627173,392,Crypto Chicks,10000
8637173,399,CartelPunks,10000
8647173,398,WynLambo,9999
8657172,397,THE PLUTO ALLIANCE,9999
8667171,396,Doomed Souls Army,2499
8669670,395,Roocrew,541
8670211,394,SharkzWorld,379
8670590,393,Happy Sharks,2139
8672729,384,SANJAY,999
8673728,391,Broadcasters,7777
8681505,390,Skids,1076
8682581,389,Angry Boars,10000
8692581,388,Degen Gang,7000
8699581,387,Primate Social Society,10000
8709581,386,Pet Puppies,109
8709690,385,SKIES,1239
8710929,376,Koala Intelligence Agency,10000
8720929,383,The Bunny Gang,94
8721023,382,Drunken Pandas,3000
8724023,381,Citadel of the Machines,9963
8733986,380,0xVampire,9841
8743827,379,Platinum Polar Club,1000
8744827,378,Fine-Ass CryptoApes,1800
8746627,377,MarsCatsVoyage,10000
8756627,368,Mini Monkey Mafia,5000
8761627,375,ArtlessLabs Geometria,6000
8767627,374,Crypteriors Locals,4305
8771932,373,Bad Kids Alley,6320
8778252,372,The Moon Boyz,11110
8789362,371,Degen Lizzy,5046
8794408,370,MultiNFT Membership,400
8794808,369,Sleazy Sloth Syndicate,1792
8796600,367,The Adventurers Avatar,455
8797055,366,Bones Club,3481
8800536,365,Yabbie Dabbies,358
8800894,364,Professor Elon Rocket Factory,1567
8802461,363,BlankFace,10000
8812461,362,Red Panda,9959
8822420,361,Monster Mobs,7777
8830197,360,Fancy Frenchies,10000
8840197,352,CastlesArbiGenOne,2518
8842715,359,Omnimorphs,8911
8851626,358,Lockdown Lemmings,9980
8861606,357,Borpacasso,2250
8863856,356,couch meme,4444
8868300,355,Space Dinos,9242
8877542,354,HolyCows,5000
8882542,353,Weedbits,1258
8883800,344,The SneakerHeadz Society,4444
8884098,344,The SneakerHeadzSociety,4444
8888244,351,Peaceful Groupies,10000
8898244,350,Shitty Animals,110
8898354,349,AI Pixel Buddies,1000
8899354,348,Giga Garden LSD,689
8900043,347,Ragdollz,1342
8901385,346,Frogs in Disguise,10005
8911390,345,artBloots,3080
8914470,336,Pixel Primates,1306
8915776,343,The Cryptid Collective,875
8916651,342,Dorkis,4724
8921375,341,Sneaky Vampire Syndicate,8888
8924635,341,Sneaky VampireSyndicate,8888
8930263,340,Blox,10000
8940263,339,Lucky Buddha Lucky Club,5860
8941935,339,Lucky BuddhaLucky Club,5860
8946123,338,Party Polar Bears,3489
8949612,337,dGenesis dGen Automatons,4000
8953612,328,Chibi Apes,2999
8956611,335,Guardians of the Metaverse,10000
8966611,334,Pixel Doges,5555
8972166,332,Degen Dino Golf Club,379
8972545,331,Savage Droids,8888
8981433,330,OnChainMonkey,9500
8990933,329,Lobby Lobsters,10000
9000933,327,Skvllpvnkz Hideout,10000
9010933,326,Dynamic Duelers,978
9011911,325,Moongang,4179
9016090,324,Video Game Dev Squad,5554
9021644,323,Chunky Chickens,3333
9024977,322,Sipherian Surge,10000
9034977,321,CryptoDads,10000
9044977,312,CyberKongz,5000
9049977,319,Fuzzie Mints,634
9050611,317,Platy Punks,3562
9051913,317,PlatyPunks,3562
9054173,316,Ether Tulips,10006
9064179,315,pyMons,11111
9075290,314,Approving Corgis,7041
9082331,313,Tie Dye Ninjas,4956
9087287,304,isotile Genesis Avatar,6708
9093995,311,NFTokin,13000
9106995,310,NFYE,1766
9108761,309,Apes Run The World,5555
9114316,308,Rogue Society,15777
9130093,307,Sevens,7000
9137093,305,Immortalz,4517
9141610,296,Farmers Metaverse,5000
9146610,303,Loopy Donuts,10000
9156610,302,Bossy Bear Club,2179
9158789,301,uwucrew,9505
9168294,300,HippoHotel,1069
9169363,299,Sushiverse,10000
9179363,298,FusionApe,4201
9183564,297,BNBPunks,2010
9185574,288,Beatnik Tiki Tribe,4999
9190573,295,Axolittles,10000
9200573,294,Dirty Devils,1530
9202103,293,Sidus Heroes,5062
9207165,292,Colonists,25000
9232165,291,Planet Waifu,932
9233097,290,Gambling Apes,7777
9240874,280,Panda Dynasty,8888
9249762,287,Clever Girls,5555
9255317,286,Superfuzz The Bad Batch,776
9256093,285,Naughty Tigers,9817
9265910,284,Chibi Legends,5555
9271465,283,Boho Bones,1134
9272599,281,Bitscapes,995
9273594,272,Shroomz,10000
9283594,279,Bull Runners,1001
9284595,278,MadBunnies,4000
9288595,277,Penguin Fight Club,10000
9298595,276,HappyBunnies,7777
9306372,275,WTFoxes,4004
9310376,274,Hyena House,1724
9312100,273,League of Sacred Devils,10000
9322100,264,NFTBOY: Bored Ape Racers,2042
9324142,271,Non-Fungible Soup,2048
9326190,270,GoodBoi Society,400
9326590,269,Polar Pals,4154
9330744,268,Quaks,6000
9336744,267,Encryptas,10000
9346744,266,Cacti Club,7093
9353837,265,Snarky Sharkz,702
9354539,256,Soccer Doge Club,10000
9364539,263,Ethermore,15000
9379539,262,Neon Junkies,10000
9389539,261,Lil Boomies,677
9390216,260,Doge Pound Puppies,6974
9397190,259,Pixel Cat Gang,1556
9398746,258,Wubba Lubba,426
9399172,257,GEVOLs,8888
9408060,248,Dandy Ducks Club,850
9408910,255,AfroDroids,12117
9421027,253,CryptoRugs,5555
9426582,252,Carnage Origins,892
9427474,251,Evil Teddy Bear,1974
9429448,250,Cowboy Punks,93
9429541,249,PandaBugz,837
9430378,240,Sappy Seals,9999
9440377,247,PawZeesClu,1044
9441421,246,NFTheo,3000
9444421,245,Sad Girls Bar,10000
9448002,245,Sad GirlsBar,10000
9454421,244,International Punks,3987
9458408,243,Dark Super Bunnies,5000
9463408,242,Light Super Bunnies,4999
9468407,241,24px Ape,9900
9478307,232,Djenerates,10000
9488307,239,LittleGhosts,10000
9498307,238,Waifu Warriors,3011
9501318,237,Fang Gang,8884
9510202,236,Evaverse Turtle Troop,5000
9515202,235,Evaverse First Arrivals,10000
9525202,234,Trollz,1000
9526202,233,Noobs,9999
9536201,224,Baked Bear Beach Club,2737
9538938,231,Fatales,10000
9548938,230,Crypto Pills,9994
9558932,229,Simp Mermaids,2726
9561658,228,Maneki Gang,11358
9565268,228,ManekiGang,11358
9573016,227,Hype Hippos,10000
9583016,225,HashGuise,5995
9589011,216,Stranger Eggz,847
9589858,223,Fast Food Frens,5555
9595413,222,Drop Bears,10000
9605413,221,Crypto Squatches,2139
9607552,220,Dino Gangz,1403
9608955,219,Mutant Ape Yacht Club,19423
9628378,218,CryptoDemonz,6967
9635345,217,Dapper Space Collective,467
9635812,208,Baby Battle Bots,3500
9639312,215,Keplers Civil Society,7748
9647060,214,Rebel Kids,2504
9649564,213,Hewer Clan,9975
9659539,212,Catshit Crazy,5344
9664883,211,KILLAz,9971
9674854,210,Mandelbrot Set Collection,1978
9676832,209,Bullseum,5000
9681832,200,UnitedPunksUnion,3031
9684863,207,CyberBearz Army,2077
9686940,206,Shabu Town Shibas,9890
9696830,205,Big Brain Society,856
9697686,204,Bored Mummy Baby Waking Up,3888
9701574,203,Crypto Ghosts,8584
9710158,202,BitMates,10000
9720158,201,Based Fish Mafia,10000
9722827,201,BasedFish Mafia,10000
9730158,192,8 BIT UNIVERSE,8888
9739046,199,Lostboy,10000
9749046,198,WojakKingdom,4250
9753296,197,UltraSound Bat Club,982
9754278,196,The Lost Glitches,10000
9764278,195,CryptoSaints,2135
9766413,194,Fxckface,5541
9771954,193,High Flyers,6969
9778923,184,Badass Bulls,2222
9781145,191,Graycraft2,5199
9786344,190,Mighty Dinos,2043
9788387,189,Tools of Rock,8500
9796887,188,Mad Banana Union,6969
9803856,187,RocBabies,3300
9807156,186,Chill Frogs,6000
9813156,185,Raccoon Secret Society,10000
9822714,185,RaccoonSecret Society,10000
9823156,176,BoneHeads,10000
9833156,1008,ON1 Force,7777
9840933,183,Gauntlets,10000
9850933,181,Crazy Crows Chess Club,8181
9859114,180,Chibi Dinos,10000
9869114,179,Lamb Duhs,8500
9877614,178,Slothz,2645
9880259,177,Star Sailor Siblings,10100
9890359,168,Hobo Beard Club,2590
9892949,175,Rickstro Frens,9200
9902149,173,Krazy Koalas,9999
9912148,172,CryptoJaks,1068
9913216,171,The Nemesis Companions,8000
9921216,170,Overweight Giraffes,2210
9923426,169,Fast Food Punks,1000
9924426,160,Ksoids,1000
9925426,167,Goons of Balatroon,9696
9935122,166,HappyLand Gummy Bears,9600
9944722,165,Oinks Backyard BBQ,1246
9945968,164,Sympathy For The Devils,6666
9952634,163,Shiba Society,1995
9954629,162,Raccoon Mafia,3333
9957962,161,ASCIIPunks,2044
9960006,152,Galaxy Fight Club,9994
9970000,159,Ciphersquares,3623
9973623,158,Wicked Ape Bone Club,10000
9983623,157,Rivermen,9886
9993509,156,COVIDBots,3884
9997393,155,Crypto Tuners,5000
10002393,154,Cicadas,10000
10012393,153,Crypto Duckies,4996
10017389,144,Secret Society of Whales,10000
10027389,151,SharkCove,2913
10030302,150,SpacePunksClub,10000
10040302,149,Lost Souls Sanctuary,9999
10050301,148,CyberKongz VX,13132
10063433,147,PenguinPunks,10000
10073433,145,Stripper Ville,3000
10076433,136,Lumps World,500
10076933,143,Incognito,10000
10086933,142,The Unstable Horses Yard,10000
10096933,141,DeadFellaz,10000
10106933,140,The Wanderers,8888
10115821,139,Derpy Birbs,8192
10124013,138,Space Poggers,12442
10136455,137,Slumboginis,10000
10146455,128,Citizens of Bulliever Island,10000
10156455,135,Bored Mummy Waking Up,8888
10164091,135,Bored MummyWaking Up,8888
10165343,134,Cyber City Girls Club,5555
10170898,133,Deep Blue Sea Club,519
10171417,132,Deadbears,6631
10178048,130,Vegiemon,9996
10188044,129,Smart Zombie Lab,2550
10190594,120,Pineapples Day Out,5000
10195594,127,Bulls vs Bears,453
10196047,126,MuskyPunks,10000
10206047,125,Pixel Kitty Supercar Club,1609
10207656,124,Rebel Kids Familiars,666
10208322,123,The BirdHouse,6000
10214322,122,Moondogs Odyssey,5000
10219322,121,CashGrab,5608
10224930,112,JunkYardDogs,7978
10232908,119,Wolves of Ethereum,35
10232943,118,VOX,8888
10241831,117,Buzzed Bear Hideout,9999
10251830,116,Warriors of Aradena,8000
10259830,115,Lucha Libre Knockout,10000
10269830,114,Bball Pandas,2244
10272074,113,Satoshibles,5000
10277074,104,Fluf World,9999
10287073,111,Sad Frogs District,6950
10294023,110,24px,9900
10303923,108,FVCK_CRYSTAL//,4169
10308092,107,Glue Factory Show,10000
10318092,106,Bitbones,1000
10319092,105,HDPunks,10000
10329092,96,Tier Zero: Beasts,1212
10330304,103,BearsOnTheBlock,9496
10339800,102,Pixls,5471
10345271,101,Posh Pandas,982
10346253,100,Save the Martians,15000
10361253,99,Cute Pig Club,10000
10371253,98,AlphaBetty Doodles,9995
10381248,97,Crypto Cannabis Club,10000
10391248,88,Wannabes Music Club,2146
10393394,95,ShitPunks,10000
10403394,94,HodlGang,3000
10406394,93,Stray Cats,1301
10407695,92,Lazy Lions,10000
10417695,91,Royal Society of Players,10000
10427695,90,The WonderQuest,9999
10437694,89,Goblin Ghosts,2928
10440622,80,Rebel Bots,10000
10450622,87,Etheremura,1996
10452618,86,LONDON Gift,8888
10461506,85,COVIDPunks,10000
10471506,84,Poopies,9202
10480708,83,ApeShit Social Club,2500
10483208,82,Degen Farm Creatures,713
10483921,81,The WolfGang Pups,1731
10485652,72,Dead Dude Project,2305
10487957,79,Robotos,9999
10497956,78,Numi,816
10498772,77,The Wicked Stallions,9806
10508578,76,Animal World War,1728
10510306,75,Angels of Aether,5123
10515429,74,TheUndeadPunks,999
10516428,73,Great Ape Society,10000
10526428,64,The WolfGang,10000
10536428,71,Art Stars Club,3189
10539617,70,KittyButts,9989
10549606,69,Ruumz,2414
10552020,68,Animetas,10101
10562121,66,Dope Shibas,9901
10572022,65,Dizzy Dragons,5593
10577615,56,Stoner Cats,10420
10588035,63,Spookies,8888
10596923,62,Pudgy Penguins,8888
10605811,61,Party Penguins,9999
10615810,60,Chunky Cow Club Tour,5000
10620810,59,Epic Wizard Union,1050
10621860,58,The Vogu,7777
10629637,57,Crazy Lizard Army Base,10000
10639637,48,Sewer Rat Social Club,8888
10648525,55,WhelpsNFT,7776
10656301,54,World of Women,10000
10666301,52,RealCryptoPunks,4561
10670862,50,Singularity Hero,1367
10672229,49,The Rug Shop,1000
10673229,40,Canine Country Club,2035
10675264,47,Barn Owlz,3000
10678264,46,Cypher City,8888
10687152,45,Katana N Samurai,1544
10688696,44,Criminal Donkeys,9939
10698635,43,Hall of Fame Goat Lodge,10000
10708635,42,Cryptinies,1364
10709999,41,Cunning Foxes,8863
10718862,32,Bored Bananas,4023
10722885,39,Chicken Derby,33333
10756218,38,Kamagang,3163
10759381,37,Boring Bananas,8888
10768269,36,Lonely Alien Space Club,10000
10778269,35,Weird Whales,3350
10781619,34,Qubits On The Ice,9998
10791617,33,Galactic Secret Agency,10000
10801617,24,The Doge Pound,10000
10811617,31,MaestroPups,3000
10814617,30,SupDucks,10000
10824617,29,KungFu Hero,3577
10827884,29,KungFuHero,3577
10828194,28,Goblin Goons,8499
10836693,27,Bones & Bananas,10000
10846693,26,BYOPills,10000
10856693,25,Rabbit College Club,10000
10866693,16,Untamed Elephants,7500
10874193,23,The Divine Order Of the Zodiac,10000
10884084,23,The DivineOrder Of the Zodiac,10000
10884193,22,Fame Lady Squad,8888
10893081,21,The Alien Boy,10000
10903081,20,The Wicked Craniums,10762
10913843,1553,BullsOnTheBlock,10000
10923843,19,Bored Ape Kennel Club,10000
10933843,17,Bored Ape Yacht Club,10000
10943843,8,Top Dog Beach Club,8000
10951843,15,Monstro Cities,2301
10954144,14,Gutter Rats,3000
10957144,13,Goatz,10000
10967144,12,Monster Rehab,5365
10972509,11,DeadHeads,10000
10982509,10,HashDemons,6666
10989175,9,Devious Demon Dudes,2526
10991701,7,Degenz,11111
11002812,6,Gutter Cat Gang,3000
11005812,5,Lucky Maneki,14159
11019971,4,Misfit University,10000
11029971,3,Mad Cat Militia,7488
11037459,2,Cool Cats,9933
11047392,1,Forgotten Runes Wizards Cult,10000
11057392,768,CryptoPunks,10000
11067392,763,Veefriends,10255
11077647,623,Meebits,20000
